Source,Target,Class,Key,Value,type
10393,benzo(a)anthracene,Soil,Soil,,RELATES_TO
10393,chrysene,Soil,Soil,,RELATES_TO
10393,copper,Soil,Soil,,RELATES_TO
10393,copper,Water,Water,,RELATES_TO
10393,silver,Soil,Soil,,RELATES_TO
10393,lead,Soil,Soil,,RELATES_TO
10393,lead,Water,Water,,RELATES_TO
10393,acetophenone,Soil,Soil,,RELATES_TO
10393,alpha-benzenehexachloride,Soil,Soil,,RELATES_TO
10393,fluoranthene,Soil,Soil,,RELATES_TO
10393,dde,Soil,Soil,,RELATES_TO
10393,ddt,Soil,Soil,,RELATES_TO
10393,antimony,Soil,Soil,,RELATES_TO
10393,antimony,Water,Water,,RELATES_TO
10393,barium,Water,Water,,RELATES_TO
10393,zine,Water,Water,,RELATES_TO
10393,nickel,Water,Water,,RELATES_TO
10395,benzo(a)pyrene,Soil,Soil,,RELATES_TO
10395,benzo(a)pyrene,Water,Water,,RELATES_TO
10395,trichlorofluoromethane,Soil,Soil,,RELATES_TO
10395,trichlorofluoromethane,Water,Water,,RELATES_TO
10395,"indeno(1,2,3-cd)pyrene",Soil,Soil,,RELATES_TO
10395,benzo(a)anthracene,Soil,Soil,,RELATES_TO
10395,benzo(a)anthracene,Water,Water,,RELATES_TO
10395,benzo(k)fluoranthene,Soil,Soil,,RELATES_TO
10395,benzo(k)fluoranthene,Water,Water,,RELATES_TO
10395,chrysene,Soil,Soil,,RELATES_TO
10395,"dibenzo(a,h)anthracene",Soil,Soil,,RELATES_TO
10395,anthracene,Soil,Soil,,RELATES_TO
10395,benzo(b)fluoranthene,Soil,Soil,,RELATES_TO
10395,benzo(b)fluoranthene,Water,Water,,RELATES_TO
10395,lead,Soil,Soil,,RELATES_TO
10395,lead,Water,Water,,RELATES_TO
10395,arsenic,Water,Water,,RELATES_TO
10395,barium,Water,Water,,RELATES_TO
10395,chromium,Water,Water,,RELATES_TO
10395,vinyl chloride,Water,Water,,RELATES_TO
10395,xylenes,Water,Water,,RELATES_TO
10395,benzene,Water,Water,,RELATES_TO
10401,trichloroethene,Water,Water,,RELATES_TO
10402,lead,Water,Water,,RELATES_TO
10404,pyrene,Soil,Soil,,RELATES_TO
10404,pcbs,Soil,Soil,,RELATES_TO
10404,anthracene,Soil,Soil,,RELATES_TO
10404,naphthalene,Soil,Soil,,RELATES_TO
10404,chrysene,Soil,Soil,,RELATES_TO
10404,arsenic,Soil,Soil,,RELATES_TO
10404,arsenic,Water,Water,,RELATES_TO
10404,benzo(a)anthracene,Soil,Soil,,RELATES_TO
10404,barium,Soil,Soil,,RELATES_TO
10404,beryllium,Soil,Soil,,RELATES_TO
10404,fluoranthene,Soil,Soil,,RELATES_TO
10404,phenanthrene,Soil,Soil,,RELATES_TO
10404,copper,Soil,Soil,,RELATES_TO
10404,tetrachloroethene,Soil,Soil,,RELATES_TO
10404,benzo(b)fluoranthene,Soil,Soil,,RELATES_TO
10404,benzo(a)pyrene,Soil,Soil,,RELATES_TO
10404,lead,Soil,Soil,,RELATES_TO
10404,chromium,Soil,Soil,,RELATES_TO
10404,acetone,Soil,Soil,,RELATES_TO
10404,zinc,Water,Water,,RELATES_TO
10405,methyl isobutyl ketone,Soil,Soil,,RELATES_TO
10405,methyl isobutyl ketone,Water,Water,,RELATES_TO
10405,"1,1,2-trichloroethane",Soil,Soil,,RELATES_TO
10405,"1,1,2-trichloroethane",Water,Water,,RELATES_TO
10405,"1,1,1-trichloroethane",Soil,Soil,,RELATES_TO
10405,"1,1,1-trichloroethane",Water,Water,,RELATES_TO
10405,carbon tetrachloride,Soil,Soil,,RELATES_TO
10405,carbon tetrachloride,Water,Water,,RELATES_TO
10405,dichloromethane,Soil,Soil,,RELATES_TO
10405,dichloromethane,Water,Water,,RELATES_TO
10405,"1,2-dichloroethane",Soil,Soil,,RELATES_TO
10405,"1,2-dichloroethane",Water,Water,,RELATES_TO
10405,tetrachloroethene,Soil,Soil,,RELATES_TO
10405,tetrachloroethene,Water,Water,,RELATES_TO
10405,ethylbenzene,Soil,Soil,,RELATES_TO
10405,styrene,Soil,Soil,,RELATES_TO
10405,"1,1-dichloroethane",Soil,Soil,,RELATES_TO
10405,trichloroethene,Soil,Soil,,RELATES_TO
10405,trichloroethene,Water,Water,,RELATES_TO
10405,methyl ethyl ketone,Soil,Soil,,RELATES_TO
10405,"1,1-dichloroethene",Soil,Soil,,RELATES_TO
10405,"1,1-dichloroethene",Water,Water,,RELATES_TO
10405,acetone,Soil,Soil,,RELATES_TO
10405,xylenes,Water,Water,,RELATES_TO
10405,dichlorobromomethane,Water,Water,,RELATES_TO
10405,"1,4-dioxane",Water,Water,,RELATES_TO
10405,"cis-1,2-dichloroethene",Water,Water,,RELATES_TO
10405,vinyl chloride,Water,Water,,RELATES_TO
10406,"cis-1,2-dichloroethene",Soil,Soil,,RELATES_TO
10406,"cis-1,2-dichloroethene",Water,Water,,RELATES_TO
10406,"trans-1,2-dichloroethene",Soil,Soil,,RELATES_TO
10406,"trans-1,2-dichloroethene",Water,Water,,RELATES_TO
10406,dichloromethane,Soil,Soil,,RELATES_TO
10406,"1,1-dichloroethene",Soil,Soil,,RELATES_TO
10406,"1,1-dichloroethene",Water,Water,,RELATES_TO
10406,tetrachloroethene,Soil,Soil,,RELATES_TO
10406,tetrachloroethene,Water,Water,,RELATES_TO
10406,trichloroethene,Soil,Soil,,RELATES_TO
10406,trichloroethene,Water,Water,,RELATES_TO
10406,"1,1,1-trichloroethane",Water,Water,,RELATES_TO
10406,"1,1-dichloroethane",Water,Water,,RELATES_TO
10406,chloroethane,Water,Water,,RELATES_TO
10406,chloroform,Water,Water,,RELATES_TO
10406,vinyl chloride,Water,Water,,RELATES_TO
10422,beta-benzenehexachloride,Soil,Soil,,RELATES_TO
10422,beta-benzenehexachloride,Water,Water,,RELATES_TO
10422,heptachlor,Soil,Soil,,RELATES_TO
10422,heptachlor,Water,Water,,RELATES_TO
10422,dieldrin,Soil,Soil,,RELATES_TO
10422,dieldrin,Water,Water,,RELATES_TO
10422,aldrin,Soil,Soil,,RELATES_TO
10422,aldrin,Water,Water,,RELATES_TO
10422,alpha-benzenehexachloride,Soil,Soil,,RELATES_TO
10422,alpha-benzenehexachloride,Water,Water,,RELATES_TO
10422,lindane,Soil,Soil,,RELATES_TO
10422,lindane,Water,Water,,RELATES_TO
10422,ethylbenzene,Soil,Soil,,RELATES_TO
10422,ethylbenzene,Water,Water,,RELATES_TO
10422,dursban,Soil,Soil,,RELATES_TO
10422,heptachlor epoxide,Soil,Soil,,RELATES_TO
10422,heptachlor epoxide,Water,Water,,RELATES_TO
10422,delta-benzenehexachloride,Soil,Soil,,RELATES_TO
10422,delta-benzenehexachloride,Water,Water,,RELATES_TO
10422,dde,Soil,Soil,,RELATES_TO
10422,ddt,Soil,Soil,,RELATES_TO
10422,xylenes,Water,Water,,RELATES_TO
10422,toluene,Water,Water,,RELATES_TO
10422,chlordane,Water,Water,,RELATES_TO
10422,benzene,Water,Water,,RELATES_TO
10426,mercury,Soil,Soil,,RELATES_TO
10426,benzo(b)fluoranthene,Soil,Soil,,RELATES_TO
10426,barium,Soil,Soil,,RELATES_TO
10426,barium,Water,Water,,RELATES_TO
10426,copper,Soil,Soil,,RELATES_TO
10426,toluene,Soil,Soil,,RELATES_TO
10426,nickel,Soil,Soil,,RELATES_TO
10426,ethylbenzene,Soil,Soil,,RELATES_TO
10426,dieldrin,Soil,Soil,,RELATES_TO
10426,phenanthrene,Soil,Soil,,RELATES_TO
10426,anthracene,Soil,Soil,,RELATES_TO
10426,benzene,Soil,Soil,,RELATES_TO
10426,benzo(a)pyrene,Soil,Soil,,RELATES_TO
10426,chrysene,Soil,Soil,,RELATES_TO
10426,"indeno(1,2,3-cd)pyrene",Soil,Soil,,RELATES_TO
10426,benzo(k)fluoranthene,Soil,Soil,,RELATES_TO
10426,tetrachloroethene,Soil,Soil,,RELATES_TO
10426,tetrachloroethene,Water,Water,,RELATES_TO
10426,lead,Soil,Soil,,RELATES_TO
10426,lead,Water,Water,,RELATES_TO
10426,chromium,Soil,Soil,,RELATES_TO
10426,fluoranthene,Soil,Soil,,RELATES_TO
10426,trichloroethene,Soil,Soil,,RELATES_TO
10426,trichloroethene,Water,Water,,RELATES_TO
10426,antimony,Soil,Soil,,RELATES_TO
10426,pyrene,Soil,Soil,,RELATES_TO
10426,beryllium,Soil,Soil,,RELATES_TO
10426,"cis-1,2-dichloroethene",Soil,Soil,,RELATES_TO
10426,"cis-1,2-dichloroethene",Water,Water,,RELATES_TO
10426,arsenic,Soil,Soil,,RELATES_TO
10426,benzo(a)anthracene,Soil,Soil,,RELATES_TO
10426,zinc,Water,Water,,RELATES_TO
10426,silver,Water,Water,,RELATES_TO
10426,bis(2-ethylhexyl) phthalate,Water,Water,,RELATES_TO
10426,chloroform,Water,Water,,RELATES_TO
10427,"trans-1,2-dichloroethene",Soil,Soil,,RELATES_TO
10427,"trans-1,2-dichloroethene",Water,Water,,RELATES_TO
10427,"1,1-dichloroethene",Soil,Soil,,RELATES_TO
10427,"1,1-dichloroethene",Water,Water,,RELATES_TO
10427,tetrachloroethene,Soil,Soil,,RELATES_TO
10427,tetrachloroethene,Water,Water,,RELATES_TO
10427,lead,Soil,Soil,,RELATES_TO
10427,lead,Water,Water,,RELATES_TO
10427,"1,1-dichloroethane",Soil,Soil,,RELATES_TO
10427,"1,1-dichloroethane",Water,Water,,RELATES_TO
10427,trichloroethene,Soil,Soil,,RELATES_TO
10427,trichloroethene,Water,Water,,RELATES_TO
10427,vinyl chloride,Soil,Soil,,RELATES_TO
10427,vinyl chloride,Water,Water,,RELATES_TO
10427,"1,2-dichloropropane",Water,Water,,RELATES_TO
10427,zinc,Water,Water,,RELATES_TO
10427,"1,2-dichloroethane",Water,Water,,RELATES_TO
10427,chloroform,Water,Water,,RELATES_TO
10427,copper,Water,Water,,RELATES_TO
10427,formaldehyde,Water,Water,,RELATES_TO
10427,methyl ethyl ketone,Water,Water,,RELATES_TO
10427,toluene,Water,Water,,RELATES_TO
10427,nickel,Water,Water,,RELATES_TO
10427,4-chloro-3-methylphenol,Water,Water,,RELATES_TO
10427,o-cresol,Water,Water,,RELATES_TO
10427,"1,1,1-trichloroethane",Water,Water,,RELATES_TO
10427,bis(2-ethylhexyl) phthalate,Water,Water,,RELATES_TO
10427,p-dichlorobenzene,Water,Water,,RELATES_TO
10427,ethylbenzene,Water,Water,,RELATES_TO
10427,xylenes,Water,Water,,RELATES_TO
10427,methyl chloride,Water,Water,,RELATES_TO
10427,benzene,Water,Water,,RELATES_TO
10427,cumene,Water,Water,,RELATES_TO
10427,"1,2,4-trichlorobenzene",Water,Water,,RELATES_TO
10427,dichloroethyl ether,Water,Water,,RELATES_TO
10427,naphthalene,Water,Water,,RELATES_TO
10427,chromium,Water,Water,,RELATES_TO
10427,"2,4-dimethylphenol",Water,Water,,RELATES_TO
10427,cadmium,Water,Water,,RELATES_TO
10427,dichlorobromomethane,Water,Water,,RELATES_TO
10427,methyl isobutyl ketone,Water,Water,,RELATES_TO
10427,arsenic,Water,Water,,RELATES_TO
10427,dichloromethane,Water,Water,,RELATES_TO
10427,phenol,Water,Water,,RELATES_TO
10427,acetone,Water,Water,,RELATES_TO
10428,toluene,Soil,Soil,,RELATES_TO
10428,toluene,Water,Water,,RELATES_TO
10428,benzene,Soil,Soil,,RELATES_TO
10428,benzene,Water,Water,,RELATES_TO
10428,benzo(a)pyrene,Water,Water,,RELATES_TO
10428,pyrene,Water,Water,,RELATES_TO
10428,acenaphthene,Water,Water,,RELATES_TO
10428,phenanthrene,Water,Water,,RELATES_TO
10428,fluorene,Water,Water,,RELATES_TO
10428,benzo(a)anthracene,Water,Water,,RELATES_TO
10428,chrysene,Water,Water,,RELATES_TO
10428,benzo(k)fluoranthene,Water,Water,,RELATES_TO
10428,"dibenzo(a,h)anthracene",Water,Water,,RELATES_TO
10428,anthracene,Water,Water,,RELATES_TO
10428,acenaphthylene,Water,Water,,RELATES_TO
10428,benzo(b)fluoranthene,Water,Water,,RELATES_TO
10428,naphthalene,Water,Water,,RELATES_TO
10428,ethylbenzene,Water,Water,,RELATES_TO
10428,fluoranthene,Water,Water,,RELATES_TO
10428,xylenes,Water,Water,,RELATES_TO
10429,tetrachloroethene,Soil,Soil,,RELATES_TO
10429,tetrachloroethene,Water,Water,,RELATES_TO
10429,trichloroethene,Soil,Soil,,RELATES_TO
10429,trichloroethene,Water,Water,,RELATES_TO
10429,toluene,Soil,Soil,,RELATES_TO
10429,"cis-1,2-dichloroethene",Soil,Soil,,RELATES_TO
10429,"cis-1,2-dichloroethene",Water,Water,,RELATES_TO
10429,vinyl chloride,Water,Water,,RELATES_TO
10430,"cis-1,2-dichloroethene",Soil,Soil,,RELATES_TO
10430,"cis-1,2-dichloroethene",Water,Water,,RELATES_TO
10430,tetrachloroethene,Soil,Soil,,RELATES_TO
10430,tetrachloroethene,Water,Water,,RELATES_TO
10430,trichloroethene,Soil,Soil,,RELATES_TO
10430,trichloroethene,Water,Water,,RELATES_TO
10430,toluene,Soil,Soil,,RELATES_TO
10430,"trans-1,2-dichloroethene",Soil,Soil,,RELATES_TO
10430,"trans-1,2-dichloroethene",Water,Water,,RELATES_TO
10430,vinyl chloride,Water,Water,,RELATES_TO
10437,tetrachloroethene,Soil,Soil,,RELATES_TO
10437,benzo(a)pyrene,Water,Water,,RELATES_TO
10437,pyrene,Water,Water,,RELATES_TO
10437,fluorene,Water,Water,,RELATES_TO
10437,"dibenzo(a,h)anthracene",Water,Water,,RELATES_TO
10437,chloroethane,Water,Water,,RELATES_TO
10437,"1,1-dichloroethene",Water,Water,,RELATES_TO
10437,anthracene,Water,Water,,RELATES_TO
10437,naphthalene,Water,Water,,RELATES_TO
10437,lead,Water,Water,,RELATES_TO
10437,chromium,Water,Water,,RELATES_TO
10437,fluoranthene,Water,Water,,RELATES_TO
10437,nickel,Water,Water,,RELATES_TO
10437,acenaphthene,Water,Water,,RELATES_TO
10437,vinyl chloride,Water,Water,,RELATES_TO
10438,nickel,Water,Water,,RELATES_TO
10438,cadmium,Water,Water,,RELATES_TO
10438,barium,Water,Water,,RELATES_TO
10440,tetrachloroethene,Soil,Soil,,RELATES_TO
10440,tetrachloroethene,Water,Water,,RELATES_TO
10440,methyl chloride,Water,Water,,RELATES_TO
10440,trichloroethene,Water,Water,,RELATES_TO
10440,"cis-1,2-dichloroethene",Water,Water,,RELATES_TO
10441,tetrachloroethene,Water,Water,,RELATES_TO
10443,lead,Soil,Soil,,RELATES_TO
10443,lead,Water,Water,,RELATES_TO
10443,pcbs,Soil,Soil,,RELATES_TO
10443,barium,Soil,Soil,,RELATES_TO
10443,thallium,Soil,Soil,,RELATES_TO
10443,chromium,Soil,Soil,,RELATES_TO
10443,bis(2-ethylhexyl) phthalate,Soil,Soil,,RELATES_TO
10443,nickel,Soil,Soil,,RELATES_TO
10443,toluene,Water,Water,,RELATES_TO
10445,mercury,Water,Water,,RELATES_TO
10445,"1,1,1-trichloroethane",Water,Water,,RELATES_TO
10445,arsenic,Water,Water,,RELATES_TO
10445,barium,Water,Water,,RELATES_TO
10445,beryllium,Water,Water,,RELATES_TO
10445,dichloromethane,Water,Water,,RELATES_TO
10445,p-dichlorobenzene,Water,Water,,RELATES_TO
10445,zinc,Water,Water,,RELATES_TO
10445,"1,1-dichloroethene",Water,Water,,RELATES_TO
10445,copper,Water,Water,,RELATES_TO
10445,naphthalene,Water,Water,,RELATES_TO
10445,"1,1-dichloroethane",Water,Water,,RELATES_TO
10445,cyanides (soluble salts and complexes) n.o.s.,Water,Water,,RELATES_TO
10445,chromium,Water,Water,,RELATES_TO
10445,lead,Water,Water,,RELATES_TO
10445,vinyl chloride,Water,Water,,RELATES_TO
10445,nickel,Water,Water,,RELATES_TO
10445,benzene,Water,Water,,RELATES_TO
10446,mercury,Water,Water,,RELATES_TO
10446,"cis-1,2-dichloroethene",Water,Water,,RELATES_TO
10446,arsenic,Water,Water,,RELATES_TO
10446,dichloromethane,Water,Water,,RELATES_TO
10446,antimony,Water,Water,,RELATES_TO
10446,tetrachloroethene,Water,Water,,RELATES_TO
10446,"1,1-dichloroethane",Water,Water,,RELATES_TO
10446,trichloroethene,Water,Water,,RELATES_TO
10446,vinyl chloride,Water,Water,,RELATES_TO
10447,zinc,Water,Water,,RELATES_TO
10447,"1,1,1-trichloroethane",Water,Water,,RELATES_TO
10447,"cis-1,2-dichloroethene",Water,Water,,RELATES_TO
10447,barium,Water,Water,,RELATES_TO
10447,chloroethane,Water,Water,,RELATES_TO
10447,"1,1-dichloroethene",Water,Water,,RELATES_TO
10447,vinyl chloride,Water,Water,,RELATES_TO
10447,"1,1-dichloroethane",Water,Water,,RELATES_TO
10447,chromium,Water,Water,,RELATES_TO
10447,toluene,Water,Water,,RELATES_TO
10447,nickel,Water,Water,,RELATES_TO
10447,xylenes,Water,Water,,RELATES_TO
10447,benzene,Water,Water,,RELATES_TO
10448,"cis-1,2-dichloroethene",Water,Water,,RELATES_TO
10448,dichloromethane,Water,Water,,RELATES_TO
10448,barium,Water,Water,,RELATES_TO
10448,p-dichlorobenzene,Water,Water,,RELATES_TO
10448,thallium,Water,Water,,RELATES_TO
10448,zine,Water,Water,,RELATES_TO
10448,lead,Water,Water,,RELATES_TO
10448,"1,1-dichloroethane",Water,Water,,RELATES_TO
10448,chlorobenzene,Water,Water,,RELATES_TO
10449,vinyl chloride,Water,Water,,RELATES_TO
10449,"cis-1,2-dichloroethene",Water,Water,,RELATES_TO
10449,barium,Water,Water,,RELATES_TO
10449,p-dichlorobenzene,Water,Water,,RELATES_TO
10449,tetrachloroethene,Water,Water,,RELATES_TO
10449,"1,1-dichloroethane",Water,Water,,RELATES_TO
10449,trichloroethene,Water,Water,,RELATES_TO
10449,benzene,Water,Water,,RELATES_TO
10450,"cis-1,2-dichloroethene",Water,Water,,RELATES_TO
10450,xylenes,Water,Water,,RELATES_TO
10450,barium,Water,Water,,RELATES_TO
10450,dichloromethane,Water,Water,,RELATES_TO
10450,copper,Water,Water,,RELATES_TO
10450,tetrachloroethene,Water,Water,,RELATES_TO
10450,"1,1-dichloroethane",Water,Water,,RELATES_TO
10450,chlorobenzene,Water,Water,,RELATES_TO
10450,vinyl chloride,Water,Water,,RELATES_TO
10450,nickel,Water,Water,,RELATES_TO
10450,trichloroethene,Water,Water,,RELATES_TO
10450,benzene,Water,Water,,RELATES_TO
10451,"1,1-dichloroethene",Water,Water,,RELATES_TO
10451,dichlorodifluoromethane,Water,Water,,RELATES_TO
10451,"1,2-dichloroethane",Water,Water,,RELATES_TO
10451,chloroform,Water,Water,,RELATES_TO
10451,copper,Water,Water,,RELATES_TO
10451,toluene,Water,Water,,RELATES_TO
10451,nickel,Water,Water,,RELATES_TO
10451,ethylbenzene,Water,Water,,RELATES_TO
10451,p-dichlorobenzene,Water,Water,,RELATES_TO
10451,zine,Water,Water,,RELATES_TO
10451,"1,1-dichloroethane",Water,Water,,RELATES_TO
10451,xylenes,Water,Water,,RELATES_TO
10451,benzene,Water,Water,,RELATES_TO
10451,vinyl chloride,Water,Water,,RELATES_TO
10451,barium,Water,Water,,RELATES_TO
10451,chloroethane,Water,Water,,RELATES_TO
10451,tetrachloroethene,Water,Water,,RELATES_TO
10451,lead,Water,Water,,RELATES_TO
10451,chlorobenzene,Water,Water,,RELATES_TO
10451,trichloroethene,Water,Water,,RELATES_TO
10451,cadmium,Water,Water,,RELATES_TO
10451,"cis-1,2-dichloroethene",Water,Water,,RELATES_TO
10451,dichloromethane,Water,Water,,RELATES_TO
10452,"1,1-dichloroethene",Water,Water,,RELATES_TO
10452,"cis-1,2-dichloroethene",Water,Water,,RELATES_TO
10452,p-cresol,Water,Water,,RELATES_TO
10452,arsenic,Water,Water,,RELATES_TO
10452,barium,Water,Water,,RELATES_TO
10452,beryllium,Water,Water,,RELATES_TO
10452,bis(2-ethylhexyl) phthalate,Water,Water,,RELATES_TO
10452,dibromochloropropane,Water,Water,,RELATES_TO
10452,naphthalene,Water,Water,,RELATES_TO
10452,xylenes,Water,Water,,RELATES_TO
10452,"1,1-dichloroethane",Water,Water,,RELATES_TO
10452,chlorobenzene,Water,Water,,RELATES_TO
10452,cyanides (soluble salts and complexes) n.o.s.,Water,Water,,RELATES_TO
10452,vinyl chloride,Water,Water,,RELATES_TO
10452,ethylene dibromide,Water,Water,,RELATES_TO
10452,benzene,Water,Water,,RELATES_TO
10453,mercury,Water,Water,,RELATES_TO
10453,"cis-1,2-dichloroethene",Water,Water,,RELATES_TO
10453,beryllium,Water,Water,,RELATES_TO
10453,arsenic,Water,Water,,RELATES_TO
10453,barium,Water,Water,,RELATES_TO
10453,dichloromethane,Water,Water,,RELATES_TO
10453,p-dichlorobenzene,Water,Water,,RELATES_TO
10453,tetrachloroethene,Water,Water,,RELATES_TO
10453,lead,Water,Water,,RELATES_TO
10453,"1,1-dichloroethane",Water,Water,,RELATES_TO
10453,trichloroethene,Water,Water,,RELATES_TO
10453,vinyl chloride,Water,Water,,RELATES_TO
10453,benzene,Water,Water,,RELATES_TO
10454,vinyl chloride,Water,Water,,RELATES_TO
10454,mercury,Water,Water,,RELATES_TO
10454,cadmium,Water,Water,,RELATES_TO
10454,beta-benzenehexachloride,Water,Water,,RELATES_TO
10454,"cis-1,2-dichloroethene",Water,Water,,RELATES_TO
10454,"1,2-dichlorobenzene",Water,Water,,RELATES_TO
10454,beryllium,Water,Water,,RELATES_TO
10454,barium,Water,Water,,RELATES_TO
10454,tetrachloroethene,Water,Water,,RELATES_TO
10454,lead,Water,Water,,RELATES_TO
10454,chlorobenzene,Water,Water,,RELATES_TO
10454,toluene,Water,Water,,RELATES_TO
10454,trichloroethene,Water,Water,,RELATES_TO
10454,nickel,Water,Water,,RELATES_TO
10455,mercury,Water,Water,,RELATES_TO
10455,beryllium,Water,Water,,RELATES_TO
10455,nickel,Water,Water,,RELATES_TO
10455,m-cresol,Water,Water,,RELATES_TO
10455,zine,Water,Water,,RELATES_TO
10455,"1,1-dichloroethane",Water,Water,,RELATES_TO
10455,vinyl chloride,Water,Water,,RELATES_TO
10455,benzene,Water,Water,,RELATES_TO
10455,p-cresol,Water,Water,,RELATES_TO
10455,barium,Water,Water,,RELATES_TO
10455,chloroethane,Water,Water,,RELATES_TO
10455,tetrachloroethene,Water,Water,,RELATES_TO
10455,"1,2-dichloroethane",Water,Water,,RELATES_TO
10455,chlorobenzene,Water,Water,,RELATES_TO
10455,trichloroethene,Water,Water,,RELATES_TO
10455,cadmium,Water,Water,,RELATES_TO
10455,"cis-1,2-dichloroethene",Water,Water,,RELATES_TO
10455,xylenes,Water,Water,,RELATES_TO
10455,dichloromethane,Water,Water,,RELATES_TO
10456,vinyl chloride,Water,Water,,RELATES_TO
10456,mercury,Water,Water,,RELATES_TO
10456,"cis-1,2-dichloroethene",Water,Water,,RELATES_TO
10456,p-dichlorobenzene,Water,Water,,RELATES_TO
10456,tetrachloroethene,Water,Water,,RELATES_TO
10456,chlorobenzene,Water,Water,,RELATES_TO
10456,"1,1-dichloroethane",Water,Water,,RELATES_TO
10456,trichloroethene,Water,Water,,RELATES_TO
10457,beryllium,Water,Water,,RELATES_TO
10457,zinc,Water,Water,,RELATES_TO
10457,copper,Water,Water,,RELATES_TO
10457,chlorobenzene,Water,Water,,RELATES_TO
10457,nickel,Water,Water,,RELATES_TO
10457,"cis-1,2-dichloroethene",Water,Water,,RELATES_TO
10457,bis(2-ethylhexyl) phthalate,Water,Water,,RELATES_TO
10457,p-dichlorobenzene,Water,Water,,RELATES_TO
10457,"1,1-dichloroethane",Water,Water,,RELATES_TO
10457,xylenes,Water,Water,,RELATES_TO
10457,benzene,Water,Water,,RELATES_TO
10457,vinyl chloride,Water,Water,,RELATES_TO
10457,barium,Water,Water,,RELATES_TO
10457,tetrachloroethene,Water,Water,,RELATES_TO
10457,lead,Water,Water,,RELATES_TO
10457,chromium,Water,Water,,RELATES_TO
10457,trichloroethene,Water,Water,,RELATES_TO
10457,antimony,Water,Water,,RELATES_TO
10457,beta-benzenehexachloride,Water,Water,,RELATES_TO
10457,arsenic,Water,Water,,RELATES_TO
10457,dichloromethane,Water,Water,,RELATES_TO
10457,lindane,Water,Water,,RELATES_TO
10457,endosulfan (mixed isomers),Water,Water,,RELATES_TO
10457,acetone,Water,Water,,RELATES_TO
10458,"1,1,2-trichloroethane",Water,Water,,RELATES_TO
10458,"cis-1,2-dichloroethene",Water,Water,,RELATES_TO
10458,benzene,Water,Water,,RELATES_TO
10458,arsenic,Water,Water,,RELATES_TO
10458,barium,Water,Water,,RELATES_TO
10458,dichloromethane,Water,Water,,RELATES_TO
10458,chloroethane,Water,Water,,RELATES_TO
10458,"1,2-dichloroethane",Water,Water,,RELATES_TO
10458,tetrachloroethene,Water,Water,,RELATES_TO
10458,vinyl chloride,Water,Water,,RELATES_TO
10458,ethylbenzene,Water,Water,,RELATES_TO
10458,"1,1-dichloroethane",Water,Water,,RELATES_TO
10458,trichloroethene,Water,Water,,RELATES_TO
10458,toluene,Water,Water,,RELATES_TO
10458,nickel,Water,Water,,RELATES_TO
10458,xylenes,Water,Water,,RELATES_TO
10458,acetone,Water,Water,,RELATES_TO
10459,"1,2-dichlorobenzene",Soil,Soil,,RELATES_TO
10459,"1,2-dichlorobenzene",Water,Water,,RELATES_TO
10459,"1,2-dichloropropane",Soil,Soil,,RELATES_TO
10459,"1,2-dichloropropane",Water,Water,,RELATES_TO
10459,methyl ethyl ketone,Soil,Soil,,RELATES_TO
10459,methyl ethyl ketone,Water,Water,,RELATES_TO
10459,toluene,Soil,Soil,,RELATES_TO
10459,toluene,Water,Water,,RELATES_TO
10459,cumene,Soil,Soil,,RELATES_TO
10459,cumene,Water,Water,,RELATES_TO
10459,butyl benzyl phthalate,Soil,Soil,,RELATES_TO
10459,"1,1,1-trichloroethane",Soil,Soil,,RELATES_TO
10459,"1,1,1-trichloroethane",Water,Water,,RELATES_TO
10459,bis(2-ethylhexyl) phthalate,Soil,Soil,,RELATES_TO
10459,phenol,Soil,Soil,,RELATES_TO
10459,p-dichlorobenzene,Soil,Soil,,RELATES_TO
10459,p-dichlorobenzene,Water,Water,,RELATES_TO
10459,"1,1-dichloroethene",Soil,Soil,,RELATES_TO
10459,"1,1-dichloroethene",Water,Water,,RELATES_TO
10459,ethylbenzene,Soil,Soil,,RELATES_TO
10459,ethylbenzene,Water,Water,,RELATES_TO
10459,"1,1-dichloroethane",Soil,Soil,,RELATES_TO
10459,"1,1-dichloroethane",Water,Water,,RELATES_TO
10459,methyl chloride,Soil,Soil,,RELATES_TO
10459,methyl chloride,Water,Water,,RELATES_TO
10459,vinyl chloride,Soil,Soil,,RELATES_TO
10459,vinyl chloride,Water,Water,,RELATES_TO
10459,ddd,Soil,Soil,,RELATES_TO
10459,ddd,Water,Water,,RELATES_TO
10459,chloroethane,Soil,Soil,,RELATES_TO
10459,chloroethane,Water,Water,,RELATES_TO
10459,tetrachloroethene,Soil,Soil,,RELATES_TO
10459,tetrachloroethene,Water,Water,,RELATES_TO
10459,naphthalene,Soil,Soil,,RELATES_TO
10459,naphthalene,Water,Water,,RELATES_TO
10459,chromium,Soil,Soil,,RELATES_TO
10459,chlorobenzene,Soil,Soil,,RELATES_TO
10459,chlorobenzene,Water,Water,,RELATES_TO
10459,trichloroethene,Soil,Soil,,RELATES_TO
10459,trichloroethene,Water,Water,,RELATES_TO
10459,m-dichlorobenzene,Soil,Soil,,RELATES_TO
10459,m-dichlorobenzene,Water,Water,,RELATES_TO
10459,"1,1,2-trichloroethane",Soil,Soil,,RELATES_TO
10459,"1,1,2-trichloroethane",Water,Water,,RELATES_TO
